username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Forbes;2016-12-18 15:31;26;34;"Could a dual SIM option spark Apple's growth in China? http://on.forbes.com/60198MOjW pic.twitter.com/13BFPM2a7j";;;;"810628466353827840";https://twitter.com/Forbes/status/810628466353827840
CNET;2016-12-18 14:45;28;31;"Apple's not very good, really quite poor 2016 http://cnet.co/2i4grsu pic.twitter.com/puyhoDUgvV";;;;"810616902494158848";https://twitter.com/CNET/status/810616902494158848
ForbesTech;2016-12-18 14:00;42;28;"Despite competition between the two companies, Samsung and Apple still need each other http://on.forbes.com/60108MwdI pic.twitter.com/Wr0tcRcnzr";;;;"810605568406749184";https://twitter.com/ForbesTech/status/810605568406749184
DianaHenryFood;2016-12-18 13:43;10;61;"Last minute treats for Xmas: mincemeat & apple crumble bars, hazelnut crackers & pickled oranges. Today's column http://www.telegraph.co.uk/food-and-drink/christmas-recipes/fruity-snacks-pickled-oranges-diana-henrys-last-minute-christmas/ …pic.twitter.com/Y2eeChnmN7";;;;"810601352174927872";https://twitter.com/DianaHenryFood/status/810601352174927872
nixcraft;2016-12-18 10:41;29;28;"Apple denied some of its retail workers meal breaks. @ Apple you cheapskate! http://money.cnn.com/2016/12/15/technology/apple-class-action-meal-breaks/index.html …";;@;;"810555714510999552";https://twitter.com/nixcraft/status/810555714510999552
CNBC;2016-12-18 08:43;101;107;"Apple, Facebook, Google and Uber say they won’t help Trump build a registry of Muslim-Americans http://cnb.cx/2i3wtTy";;;;"810526012224262146";https://twitter.com/CNBC/status/810526012224262146
liamstack;2016-12-18 08:20;35;29;"Google, Apple, Uber, IBM Said They Would Not Help Build A Muslim Registry. Oracle Declined to Comment. https://www.buzzfeed.com/nitashatiku/google-muslim-registry-trump?utm_term=.ruKv6Qd9b …";;;;"810519996468252672";https://twitter.com/liamstack/status/810519996468252672
guardian;2016-12-18 07:59;29;29;"Being Siri: meet the woman behind Apple's personal assistant – tech podcast http://trib.al/fNWHqjr";;;;"810514741642858497";https://twitter.com/guardian/status/810514741642858497
TranSpoNewsEnDe;2016-12-18 07:44;0;0;"Neuer Bericht deutet darauf hin, dass Apple auf eine faltbare iPhone funktioniert http://tinyurl.com/zt6j56k  :Auto pickup by wikyou";;;;"810510946804252677";https://twitter.com/TranSpoNewsEnDe/status/810510946804252677
de_engadget;2016-12-18 02:00;0;1;"LG soll ab 2018 Massenproduktion von faltbaren Displays für Apple, Google und Mic... http://de.engadget.com/2016/12/18/lg-soll-ab-2018-massenproduktion-von-faltbaren-displays-fur-appl/ …pic.twitter.com/1t8gpky3qo";;;;"810424384812937216";https://twitter.com/de_engadget/status/810424384812937216
Techmeme;2016-12-18 15:55;6;9;"Inside the EU inquiry into Apple's Irish tax practices, which resulted in a $13.9B tax bill http://www.bloomberg.com/news/articles/2016-12-16/the-inside-story-of-apple-s-14-billion-tax-bill …http://www.techmeme.com/161218/p12#a161218p12 …";;;#a161218p12;"810634746208337921";https://twitter.com/Techmeme/status/810634746208337921
Ronald_vanLoon;2016-12-18 14:06;17;14;"How Apple uses machine learning | # MachineLearning # Apple # RT http://bit.ly/2bDYOOG pic.twitter.com/tkxqQobHNH";;;# # #;"810607205179330560";https://twitter.com/Ronald_vanLoon/status/810607205179330560
FastCompany;2016-12-18 13:16;20;20;"Like Apple's AirPods, Doppler's wireless earbuds got delayed. Here's why: http://buff.ly/2gTP20c pic.twitter.com/04Cw6qIgvo";;;;"810594490704601089";https://twitter.com/FastCompany/status/810594490704601089
cnntech;2016-12-18 13:11;19;15;". @ Apple owes $2 million for not giving workers meal breaks: http://cnnmon.ie/2h58QKa  via @ saraashleyo $ AAPLpic.twitter.com/J4JV32MNLN";;@ @;;"810593233365504001";https://twitter.com/cnntech/status/810593233365504001
ForbesTech;2016-12-18 11:00;14;15;"Why LG could make OLED screens for Apple but still not for its own phones http://on.forbes.com/60198M3wl pic.twitter.com/2eRBzkRPAQ";;;;"810560268895981568";https://twitter.com/ForbesTech/status/810560268895981568
techinsider;2016-12-18 09:02;8;8;"Apple made a minor tweak to its Mac operating system, and fans are really upset about it http://buff.ly/2gPeL4Y pic.twitter.com/qERPuvLb58";;;;"810530572313526272";https://twitter.com/techinsider/status/810530572313526272
TheNextWeb;2016-12-18 07:31;10;15;"Tinder comes to Apple TV so you can bond with your family over sexting http://tnw.me/6MJJm4W pic.twitter.com/JI0TBKGA8n";;;;"810507900259069952";https://twitter.com/TheNextWeb/status/810507900259069952
guardiantech;2016-12-18 07:16;24;21;"Being Siri: meet the woman behind Apple's personal assistant – tech podcast http://d.gu.com/MvyDD0";;;;"810503919721844737";https://twitter.com/guardiantech/status/810503919721844737
bruceanderson;2016-12-18 05:01;8;6;"Worth reading & an important issue RT The inside story of Apple's $14 billion tax bill http://bloom.bg/2hUy8eb";;;;"810469987412574210";https://twitter.com/bruceanderson/status/810469987412574210
Recode;2016-12-18 05:00;15;11;"Gene Munster’s last Apple note predicts AR wearables will replace the iPhone. http://www.recode.net/2016/12/16/13980744/gene-munster-last-research-note?utm_campaign=recode.social&utm_medium=social&utm_content=recode&utm_source=twitter …";;;;"810469691760267264";https://twitter.com/Recode/status/810469691760267264
Chris_Twardokus;2016-12-18 03:18;0;1;"2018: LG soll Massenproduktion von faltbaren Displays für # Apple, # Google & # Microsoft starten http://de.engadget.com/2016/12/18/lg-soll-ab-2018-massenproduktion-von-faltbaren-displays-fur-appl/?ncid=aolshare_twitter … via @ de_engadget";;@;# # #;"810444124537102337";https://twitter.com/Chris_Twardokus/status/810444124537102337
lisa_brack;2016-12-18 02:52;0;0;"Smartwatch günstig kaufen: Modelle abseits der Apple-Watch-Preisliga http://ift.tt/2i2H4OC";;;;"810437595754885120";https://twitter.com/lisa_brack/status/810437595754885120
NUtechnl;2016-12-18 02:08;0;0;"Pokémon Go 'binnenkort' ook op Apple Watch: http://www.nu.nl/games/4367294/pokemon-go-binnenkort-apple-watch.html …";;;;"810426533118640128";https://twitter.com/NUtechnl/status/810426533118640128
jdohrmann;2016-12-18 00:12;0;0;"watchOS 3.1.1 setzt Apple Watch außer Betrieb: Update zurückgezogen https://www.heise.de/newsticker/meldung/watchOS-3-1-1-setzt-Apple-Watch-ausser-Betrieb-Update-zurueckgezogen-3569876.html?wt_mc=rss.ho.beitrag.atom …";;;;"810397383020384256";https://twitter.com/jdohrmann/status/810397383020384256
livedoornews;2016-12-17 22:05;172;136;"【便利】ポケモンGOのApple Watchアプリが近日配信 http://news.livedoor.com/article/detail/12431250/ … iPhoneを取り出すことなくポケストップからアイテムを獲得したり、タマゴの孵化や出現ポケモンの確認ができる。pic.twitter.com/Jmp5G2s4R6";;;;"810365229808975873";https://twitter.com/livedoornews/status/810365229808975873
TechCrunch;2016-12-17 22:04;32;46;"Debunking cancellation rumors, Niantic says Pokemon Go Apple Watch app is still “coming soon” http://tcrn.ch/2hGJhCP";;;;"810364994474930176";https://twitter.com/TechCrunch/status/810364994474930176
techjunkiejh;2016-12-17 22:00;8;6;"Is Apple Finally Building A Dual-SIM iPhone? Filings Suggest It's Possible http://buff.ly/2hTaSBl # travel # mobilepic.twitter.com/t29ZtVTOdy";;;# #;"810363973031882752";https://twitter.com/techjunkiejh/status/810363973031882752
tech2eets;2016-12-17 21:43;14;12;". @ Google, @ Apple, @ Uber join in after @ Twitter @ Facebook, to say 'No' to idea of developing a Muslim registry http://buff.ly/2gNZTnG pic.twitter.com/eu5gYLiO77";;@ @ @ @ @;;"810359698658652160";https://twitter.com/tech2eets/status/810359698658652160
ForbesTech;2016-12-17 21:16;37;34;"Is Apple finally building a dual-SIM iPhone? http://on.forbes.com/60158M3mT pic.twitter.com/zX6axm2824";;;;"810352898332913665";https://twitter.com/ForbesTech/status/810352898332913665
